tahun,nama_provinsi,kode_kabkota,nama_kabkota,kkks,jenis_minyak,penerimaan_sda,dbh_prov,dbh_penghasil,dbh_pemerataan,latitude,longitude
2011,"Prov. Sumatera Selatan",1603,"Kab. Muara Enim","JOBP. GOLDEN SPIKE IND LTD - PPI","AIR HITAM",5.821e+10,1.805e+09,3.609e+09,3.609e+09,-3.71069,104.044
2011,"Prov. Sumatera Selatan",1603,"Kab. Muara Enim","JOBP. GOLDEN SPIKE IND LTD - GOLDEN SPIKE IND LTD","AIR HITAM",3.658e+10,1.134e+09,2.268e+09,2.268e+09,-3.71069,104.044
2011,"Prov. Sumatera Selatan",1604,"Kab. Lahat","PILONA T. LONTAR","KPS",3.016e+10,9.349e+08,1.870e+09,1.870e+09,-3.8887,103.196
2011,"Prov. Sumatera Selatan",1604,"Kab. Lahat","RADIANT RAMOK SENABING","KPS",3.369e+09,1.044e+08,2.089e+08,2.089e+08,-3.8887,103.196
2011,"Prov. Sumatera Selatan",1604,"Kab. Lahat","MEDCO S&C SUM.","Pendopo",1.263e+11,3.915e+09,7.830e+09,7.830e+09,-3.8887,103.196
2011,"Prov. Sumatera Selatan",1605,"Kab. Musi Rawas","MEDCO S&C SUM.","Pendopo",5.083e+11,1.576e+10,3.151e+10,3.151e+10,-2.95853,102.861
2011,"Prov. Sumatera Selatan",1605,"Kab. Musi Rawas","PT. PERTAMINA EP.","KPS",8.382e+10,2.599e+09,5.197e+09,5.197e+09,-2.95853,102.861
2011,"Prov. Sumatera Selatan",1605,"Kab. Musi Rawas","COPHIL CORRIDOR GRISSIK","Rawa",1.877e+11,5.819e+09,1.164e+10,1.164e+10,-2.95853,102.861
2011,"Prov. Sumatera Selatan",1605,"Kab. Musi Rawas","BUANA SAPOETRA SEBASA","KPS",,,,,-2.95853,102.861
2011,"Prov. Sumatera Selatan",1605,"Kab. Musi Rawas","SELE RAYA MD. TAMPI","Tampi",1.141e+10,3.536e+08,7.071e+08,7.071e+08,-2.95853,102.861
2011,"Prov. Sumatera Selatan",1606,"Kab. Musi Banyuasin","UBEP. BENAKAT ex. SRT","KPS",2.333e+09,72323042,1.446e+08,1.446e+08,-2.44468,104.293
2011,"Prov. Sumatera Selatan",1606,"Kab. Musi Banyuasin","PT. PERTAMINA EP.","TAP (Ex Stanvac)",1.260e+10,3.906e+08,7.812e+08,7.812e+08,-2.44468,104.293
2011,"Prov. Sumatera Selatan",1606,"Kab. Musi Banyuasin","MEDCO E & P RIMAU","Kaji",2.664e+12,8.259e+10,1.652e+11,1.652e+11,-2.44468,104.293
2011,"Prov. Sumatera Selatan",1606,"Kab. Musi Banyuasin","MEDCO E & P RIMAU","Ramba / Tg. Laban",5.654e+09,1.753e+08,3.505e+08,3.505e+08,-2.44468,104.293
2011,"Prov. Sumatera Selatan",1606,"Kab. Musi Banyuasin","JOBP. TALISMAN JAMBI MERANG","Jambi Merang Cond.",3.490e+11,1.082e+10,2.164e+10,2.164e+10,-2.44468,104.293
2011,"Prov. Sumatera Selatan",1606,"Kab. Musi Banyuasin","COPHIL CORRIDOR GRISSIK","Rawa",1.409e+12,4.368e+10,8.736e+10,8.736e+10,-2.44468,104.293
2011,"Prov. Sumatera Selatan",1606,"Kab. Musi Banyuasin","BABAT KUKUI ENERGY","Jambi",1.099e+10,3.407e+08,6.814e+08,6.814e+08,-2.44468,104.293
2011,"Prov. Sumatera Selatan",1606,"Kab. Musi Banyuasin","PT. PERTAMINA EP.","Jambi",,,,,-2.44468,104.293
2011,"Prov. Sumatera Selatan",1606,"Kab. Musi Banyuasin","BINATEK REKA KRUH","KPS",3.077e+09,95398356,1.908e+08,1.908e+08,-2.44468,104.293
2011,"Prov. Sumatera Selatan",1606,"Kab. Musi Banyuasin","PT. PERTAMINA EP. (KSO - SPE)","KPS",2.233e+10,6.923e+08,1.385e+09,1.385e+09,-2.44468,104.293
2011,"Prov. Sumatera Selatan",1606,"Kab. Musi Banyuasin","PT. PERTAMINA EP. (KSO - GEO)","KPS",1.314e+10,4.072e+08,8.144e+08,8.144e+08,-2.44468,104.293
2011,"Prov. Sumatera Selatan",1606,"Kab. Musi Banyuasin","MEDCO E & P RIMAU","Rimau/Tabuan",8.084e+09,2.506e+08,5.012e+08,5.012e+08,-2.44468,104.293
2011,"Prov. Sumatera Selatan",1606,"Kab. Musi Banyuasin","MEDCO S&C SUM.","Matra",3.890e+11,1.206e+10,2.412e+10,2.412e+10,-2.44468,104.293
2011,"Prov. Sumatera Selatan",1606,"Kab. Musi Banyuasin","JOBP. TALISMAN JAMBI MERANG","Rawa",4.326e+09,1.341e+08,2.682e+08,2.682e+08,-2.44468,104.293
2011,"Prov. Sumatera Selatan",1606,"Kab. Musi Banyuasin","ELNUSA TRISTAR RAMBA","Ramba",1.416e+11,4.389e+09,8.777e+09,8.777e+09,-2.44468,104.293
2011,"Prov. Sumatera Selatan",1607,"Kab. Banyu Asin","COPHIL CORRIDOR GRISSIK","Rawa",5.726e+10,1.775e+09,3.550e+09,3.550e+09,-2.41036,104.787
2011,"Prov. Sumatera Selatan",1607,"Kab. Banyu Asin","ELNUSA TRISTAR RAMBA","Bentayan",6.045e+10,1.874e+09,3.748e+09,3.748e+09,-2.41036,104.787
2011,"Prov. Sumatera Selatan",1607,"Kab. Banyu Asin","MEDCO E & P RIMAU","Rimau/Tabuan",3.696e+11,1.146e+10,2.292e+10,2.292e+10,-2.41036,104.787
2011,"Prov. Sumatera Selatan",1610,"Kab. Ogan Ilir","RETCO PRIMA ENERGY","KPS",1.367e+09,42387667,84775334,84775334,-3.42967,104.575
2011,"Prov. Sumatera Selatan",1610,"Kab. Ogan Ilir","PT. PERTAMINA EP. (KSO - FS)","KPS",3.190e+10,9.888e+08,1.978e+09,1.978e+09,-3.42967,104.575
2011,"Prov. Sumatera Selatan",1610,"Kab. Ogan Ilir","PT. PERTAMINA EP. (KSO - CESL)","KPS",4.879e+09,1.513e+08,3.025e+08,3.025e+08,-3.42967,104.575
2011,"Prov. Sumatera Selatan",1610,"Kab. Ogan Ilir","PT. PERTAMINA EP.","KPS",5.201e+10,1.612e+09,3.224e+09,3.224e+09,-3.42967,104.575
2011,"Prov. Sumatera Selatan",1672,"Kota Prabumulih","UBEP. LIMAU","KPS",5.740e+10,1.779e+09,3.559e+09,3.559e+09,-3.49761,104.22
2011,"Prov. Sumatera Selatan",1672,"Kota Prabumulih","PT. PERTAMINA EP.","KPS",3.989e+10,1.237e+09,2.473e+09,2.473e+09,-3.49761,104.22
2011,"Prov. Lampung",1804,"Kab. Lampung Timur","CNOOC SES","Cinta",1.026e+12,3.181e+10,6.363e+10,6.363e+10,-5.11625,105.586
2011,"Prov. Kepulauan Riau",2103,"Kab. Natuna","CONOCOPHILLIPS B BLOCK","Belida",1.590e+12,4.929e+10,9.857e+10,9.857e+10,3.93073,108.188
2011,"Prov. Kepulauan Riau",2103,"Kab. Natuna","PERTALAHAN ARNEBATARA","Udang",2.872e+10,8.902e+08,1.780e+09,1.780e+09,3.93073,108.188
2011,"Prov. Kepulauan Riau",2103,"Kab. Natuna","CONOCOPHILLIPS B BLOCK","Belanak",4.541e+12,1.408e+11,2.816e+11,2.816e+11,3.93073,108.188
2011,"Prov. Kepulauan Riau",2103,"Kab. Natuna","STAR ENERGY","Kerapu",3.094e+11,9.590e+09,1.918e+10,1.918e+10,3.93073,108.188
2011,"Prov. Kepulauan Riau",2103,"Kab. Natuna","CONOCOPHILLIPS B BLOCK","Sembilang",,,,,3.93073,108.188
2011,"Prov. Kepulauan Riau",2105,"Kab. Kepulauan Anambas","PERTALAHAN ARNEBATARA","Udang",1.546e+10,4.794e+08,9.587e+08,9.587e+08,2.93874,105.76
2011,"Prov. Kepulauan Riau",2105,"Kab. Kepulauan Anambas","CONOCOPHILLIPS B BLOCK","Belida",8.561e+11,2.654e+10,5.308e+10,5.308e+10,2.93874,105.76
2011,"Prov. Kepulauan Riau",2105,"Kab. Kepulauan Anambas","CONOCOPHILLIPS B BLOCK","Sembilang",,,,,2.93874,105.76
2011,"Prov. Kepulauan Riau",2105,"Kab. Kepulauan Anambas","STAR ENERGY","Kerapu",1.666e+11,5.164e+09,1.033e+10,1.033e+10,2.93874,105.76
2011,"Prov. Kepulauan Riau",2105,"Kab. Kepulauan Anambas","CONOCOPHILLIPS B BLOCK","Belanak",2.445e+12,7.580e+10,1.516e+11,1.516e+11,2.93874,105.76
2011,"Prov. DKI Jakarta",3100,"Prov. DKI Jakarta","CNOOC SES","Cinta",9.460e+11,2.933e+10,5.865e+10,5.865e+10,-6.183333,106.8333
2011,"Prov. DKI Jakarta",3100,"Prov. DKI Jakarta","PHE ONWJ","Arjuna",,,,,-6.183333,106.8333
2011,"Prov. DKI Jakarta",3100,"Prov. DKI Jakarta","PHE ONWJ","North West C",2.401e+11,7.442e+09,1.488e+10,1.488e+10,-6.183333,106.8333
2011,"Prov. Jawa Barat",3210,"Kab. Majalengka","PT. PERTAMINA EP.","Jatibarang",8.225e+09,2.550e+08,5.100e+08,5.100e+08,-6.81747,108.228
2011,"Prov. Jawa Barat",3212,"Kab. Indramayu","PHE ONWJ","Arjuna",1.180e+10,3.659e+08,7.319e+08,7.319e+08,-6.44806,108.198
2011,"Prov. Jawa Barat",3212,"Kab. Indramayu","PELANGI HAURGEULIS","Jatibarang",,,,,-6.44806,108.198
2011,"Prov. Jawa Barat",3212,"Kab. Indramayu","BANGO DUO","Jatibarang",3.356e+10,1.040e+09,2.081e+09,2.081e+09,-6.44806,108.198
2011,"Prov. Jawa Barat",3212,"Kab. Indramayu","RADIAN R SUKATANI","Jatibarang",,,,,-6.44806,108.198
2011,"Prov. Jawa Barat",3212,"Kab. Indramayu","PT. PERTAMINA EP.","Jatibarang",1.974e+11,6.121e+09,1.224e+10,1.224e+10,-6.44806,108.198
2011,"Prov. Jawa Barat",3213,"Kab. Subang","RAINBOW ENERGY","Jatibarang",6.255e+08,19391696,38783392,38783392,-6.4939,107.726
2011,"Prov. Jawa Barat",3213,"Kab. Subang","PT. PERTAMINA EP.","Jatibarang",2.111e+10,6.543e+08,1.309e+09,1.309e+09,-6.4939,107.726
2011,"Prov. Jawa Barat",3215,"Kab. Karawang","PHE ONWJ","Arjuna",7.203e+10,2.233e+09,4.466e+09,4.466e+09,-6.28699,107.364
2011,"Prov. Jawa Barat",3215,"Kab. Karawang","RDL / MB-T2","Arjuna",5.455e+10,1.691e+09,3.382e+09,3.382e+09,-6.28699,107.364
2011,"Prov. Jawa Barat",3215,"Kab. Karawang","PT. PERTAMINA EP.","Jatibarang",6.662e+10,2.065e+09,4.131e+09,4.131e+09,-6.28699,107.364
2011,"Prov. Jawa Barat",3216,"Kab. Bekasi","ELLIPSE EN. JATIRARANGON","Jatibarang",3.214e+09,99648736,1.993e+08,1.993e+08,-6.20242,107.135
2011,"Prov. Jawa Barat",3216,"Kab. Bekasi","PT. PERTAMINA EP.","Jatibarang",5.570e+11,1.727e+10,3.454e+10,3.454e+10,-6.20242,107.135
2011,"Prov. Jawa Tengah",3315,"Kab. Grobogan","PT. PERTAMINA EP.","Cepu",,,,,-7.10693,110.894
2011,"Prov. Jawa Tengah",3316,"Kab. Blora","PT. PERTAMINA EP.","Cepu",3.588e+10,1.112e+09,2.224e+09,2.224e+09,-7.11381,111.361
2011,"Prov. Jawa Timur",3515,"Kab. Sidoarjo","LAPINDO BRANTAS","Tanggulangin",3.897e+08,12080143,24160287,24160287,-7.45533,112.663
2011,"Prov. Jawa Timur",3515,"Kab. Sidoarjo","PPI","Tanggulangin",,,,,-7.45533,112.663
2011,"Prov. Jawa Timur",3522,"Kab. Bojonegoro","UNITISASI PETROCHINA","Sukowati",1.904e+12,5.901e+10,1.180e+11,1.180e+11,-7.22605,111.791
2011,"Prov. Jawa Timur",3522,"Kab. Bojonegoro","JOBP. PETROCHINA  EAST JAVA - PPI","SUKOWATI",3.750e+11,1.162e+10,2.325e+10,2.325e+10,-7.22605,111.791
2011,"Prov. Jawa Timur",3522,"Kab. Bojonegoro","JOBP. PETROCHINA  EAST JAVA - PETROCHINA INT'L","SUKOWATI",9.516e+11,2.950e+10,5.900e+10,5.900e+10,-7.22605,111.791
2011,"Prov. Jawa Timur",3522,"Kab. Bojonegoro","PT. PERTAMINA EP.","Cepu",4.560e+10,1.414e+09,2.827e+09,2.827e+09,-7.22605,111.791
2011,"Prov. Jawa Timur",3522,"Kab. Bojonegoro","JOBP. PETROCHINA  EAST JAVA","SUKOWATI",,,,,-7.22605,111.791
2011,"Prov. Jawa Timur",3522,"Kab. Bojonegoro","EXXONMOBIL CEPU","Banyu Urip",8.927e+11,2.767e+10,5.535e+10,5.535e+10,-7.22605,111.791
2011,"Prov. Jawa Timur",3523,"Kab. Tuban","PT. PERTAMINA EP.","Cepu",1.399e+08,4337606.3,8675212.7,8675212.7,-6.95912,111.893
2011,"Prov. Jawa Timur",3523,"Kab. Tuban","JOBP. PETROCHINA  EAST JAVA - PETROCHINA INT'L","MUDI",1.592e+11,4.934e+09,9.868e+09,9.868e+09,-6.95912,111.893
2011,"Prov. Jawa Timur",3523,"Kab. Tuban","JOBP. PETROCHINA  EAST JAVA - PPI","MUDI",8.278e+10,2.566e+09,5.132e+09,5.132e+09,-6.95912,111.893
2011,"Prov. Jawa Timur",3525,"Kab. Gresik","HESS INDONESIA","Pangkah",4.340e+10,1.345e+09,2.691e+09,2.691e+09,-7.12652,112.517
2011,"Prov. Jawa Timur",3526,"Kab. Bangkalan","PPI","Madura",4.196e+10,1.301e+09,2.602e+09,2.602e+09,-7.04863,112.909
2011,"Prov. Jawa Timur",3526,"Kab. Bangkalan","JOAP. KODECO ENERGY","Madura",1.036e+11,3.212e+09,6.423e+09,6.423e+09,-7.04863,112.909
2011,"Prov. Jawa Timur",3529,"Kab. Sumenep","KANGEAN ENERGY IND.","Sepanjang",,,,,-7.00034,113.852
2011,"Prov. Jawa Timur",3529,"Kab. Sumenep","KANGEAN ENERGY IND.","Pagerungan Cond.",,,,,-7.00034,113.852
2011,"Prov. Kalimantan Selatan",6309,"Kab. Tabalong","UBEP. TANJUNG","Tanjung",2.532e+11,7.850e+09,1.570e+10,1.570e+10,-1.82989,115.448
2011,"Prov. Kalimantan Selatan",6311,"Kab. Balangan","UBEP. TANJUNG","Tanjung",1.726e+10,5.350e+08,1.070e+09,1.070e+09,-2.29685,115.567
2011,"Prov. Kalimantan Timur",6403,"Kab. Kutai Kartanegara","INPEX","Handil Mix",1.947e+12,6.035e+10,1.207e+11,1.207e+11,.245719,117.041
2011,"Prov. Kalimantan Timur",6403,"Kab. Kutai Kartanegara","INPEX","Badak",5.959e+10,1.847e+09,3.694e+09,3.694e+09,.245719,117.041
2011,"Prov. Kalimantan Timur",6403,"Kab. Kutai Kartanegara","TOTAL INDONESIE","Bekapai",7.169e+09,2.222e+08,4.445e+08,4.445e+08,.245719,117.041
2011,"Prov. Kalimantan Timur",6403,"Kab. Kutai Kartanegara","TOTAL INDONESIE","Badak",5.131e+10,1.591e+09,3.181e+09,3.181e+09,.245719,117.041
2011,"Prov. Kalimantan Timur",6403,"Kab. Kutai Kartanegara","TOTAL INDONESIE","Senipah Kond",1.693e+12,5.248e+10,1.050e+11,1.050e+11,.245719,117.041
2011,"Prov. Kalimantan Timur",6403,"Kab. Kutai Kartanegara","VICO","Badak",2.327e+12,7.215e+10,1.443e+11,1.443e+11,.245719,117.041
2011,"Prov. Kalimantan Timur",6403,"Kab. Kutai Kartanegara","TOTAL INDONESIE","BRC",1.112e+12,3.447e+10,6.895e+10,6.895e+10,.245719,117.041
2011,"Prov. Kalimantan Timur",6403,"Kab. Kutai Kartanegara","VICO","BRC",6.270e+11,1.944e+10,3.888e+10,3.888e+10,.245719,117.041
2011,"Prov. Kalimantan Timur",6403,"Kab. Kutai Kartanegara","CHEVRON IND. CO. - EAST KAL","Senipah Kond",,,,,.245719,117.041
2011,"Prov. Kalimantan Timur",6403,"Kab. Kutai Kartanegara","SEMBRANI P.OIL","Sangatta",4.900e+10,1.519e+09,3.038e+09,3.038e+09,.245719,117.041
2011,"Prov. Kalimantan Timur",6403,"Kab. Kutai Kartanegara","INPEX","Senipah Kond",1.719e+12,5.328e+10,1.066e+11,1.066e+11,.245719,117.041
2011,"Prov. Kalimantan Timur",6403,"Kab. Kutai Kartanegara","UBEP. SANGA-SANGA","Pam.Sng2.Mix",4.000e+11,1.240e+10,2.480e+10,2.480e+10,.245719,117.041
2011,"Prov. Kalimantan Timur",6403,"Kab. Kutai Kartanegara","INPEX","BRC",9.387e+11,2.910e+10,5.820e+10,5.820e+10,.245719,117.041
2011,"Prov. Kalimantan Timur",6403,"Kab. Kutai Kartanegara","TOTAL INDONESIE","Handil Mix",1.824e+12,5.655e+10,1.131e+11,1.131e+11,.245719,117.041
2011,"Prov. Kalimantan Timur",6403,"Kab. Kutai Kartanegara","CHEVRON IND. CO. - EAST KAL","Attaka",,,,,.245719,117.041
2011,"Prov. Kalimantan Timur",6403,"Kab. Kutai Kartanegara","INPEX","Bekapai",9.743e+09,3.020e+08,6.040e+08,6.040e+08,.245719,117.041
2011,"Prov. Kalimantan Timur",6403,"Kab. Kutai Kartanegara","CHEVRON IND. CO. - EAST KAL","Sapi Kond",,,,,.245719,117.041
2011,"Prov. Kalimantan Timur",6404,"Kab. Kutai Timur","PT. PERTAMINA EP.","Sangatta",1.017e+11,3.153e+09,6.305e+09,6.305e+09,1.02225,117.53
2011,"Prov. Kalimantan Timur",6407,"Kab. Bulungan","PT. PERTAMINA EP.","Bunyu",2.887e+11,8.949e+09,1.790e+10,1.790e+10,2.92062,117.022
2011,"Prov. Kalimantan Timur",6408,"Kab. Nunukan","MEDCO SEMBAKUNG","Bunyu",1.363e+11,4.225e+09,8.450e+09,8.450e+09,3.87444,116.679
2011,"Prov. Kalimantan Timur",6409,"Kab. Penajam Paser Utara","PERUSDA BENUO TAKA","Sepinggan",,,,,-1.21871,116.612
2011,"Prov. Kalimantan Timur",6409,"Kab. Penajam Paser Utara","CHEVRON IND. CO. - EAST KAL","Sepinggan",6.021e+11,1.866e+10,3.733e+10,3.733e+10,-1.21871,116.612
2011,"Prov. Kalimantan Timur",6410,"Kab. Tana Tidung","PERTAMINA EP (KSO - PATINA GROUP)","",3.295e+09,1.022e+08,2.043e+08,2.043e+08,3.4432,117.168
2011,"Prov. Kalimantan Timur",6472,"Kota Samarinda","UBEP. SANGA-SANGA","Pam.Sng2.Mix",4.196e+09,1.301e+08,2.601e+08,2.601e+08,-.430184,117.174
2011,"Prov. Kalimantan Timur",6472,"Kota Samarinda","SEMBERANI PERSADA OIL","Sangatta",2.187e+09,67791866,1.356e+08,1.356e+08,-.430184,117.174
2011,"Prov. Kalimantan Timur",6472,"Kota Samarinda","VICO","Badak",7.546e+10,2.339e+09,4.678e+09,4.678e+09,-.430184,117.174
2011,"Prov. Kalimantan Timur",6472,"Kota Samarinda","VICO","BRC",8.890e+09,2.756e+08,5.512e+08,5.512e+08,-.430184,117.174
2011,"Prov. Kalimantan Timur",6473,"Kota Tarakan","UBEP. SANGA-SANGA","Pam.Sng2.Mix",3.884e+10,1.204e+09,2.408e+09,2.408e+09,3.33426,117.593
2011,"Prov. Kalimantan Timur",6473,"Kota Tarakan","MEDCO TARAKAN","Mamburungan",6.262e+11,1.941e+10,3.882e+10,3.882e+10,3.33426,117.593
2011,"Prov. Kalimantan Timur",6474,"Kota Bontang","CHEVRON IND. CO. - EAST KAL","Attaka",2.914e+11,9.033e+09,1.807e+10,1.807e+10,.209815,117.348
2011,"Prov. Sulawesi Tengah",7203,"Kab. Morowali","JOBP. MEDCO TOMORI","Tiaka",,,,,-2.27987,121.645
2011,"Prov. Sulawesi Tengah",7203,"Kab. Morowali","PPI","",4.945e+10,1.533e+09,3.066e+09,3.066e+09,-2.27987,121.645
2011,"Prov. Maluku",8107,"Kab. Seram Bagian Timur","CITIC SERAM ENERGY","Naphta",,,,,-3.42318,130.347
2011,"Prov. Maluku",8107,"Kab. Seram Bagian Timur","CITIC SERAM ENERGY","Oseil (HSFO)",1.552e+10,4.812e+08,9.624e+08,9.624e+08,-3.42318,130.347
2011,"Prov. Maluku",8107,"Kab. Seram Bagian Timur","KALREZ PETROLEUM","Lemun (Bula)",9.233e+09,2.862e+08,5.724e+08,5.724e+08,-3.42318,130.347
2011,"Prov. Papua Barat",9104,"Kab. Teluk Bintuni","PATRINDO PERSADA MADJU","Walio Mix",5.324e+09,1.597e+08,3.194e+08,3.194e+08,-2.0977,133.322
2011,"Prov. Papua Barat",9104,"Kab. Teluk Bintuni","BP TANGGUH","Cond.",,,,,-2.0977,133.322
2011,"Prov. Papua Barat",9107,"Kab. Sorong","INTERMEGA SABAKU","Walio Mix",1.023e+10,3.068e+08,6.136e+08,6.136e+08,-.946039,131.859
2011,"Prov. Papua Barat",9107,"Kab. Sorong","IBN. HOLDICO","Walio Mix",7.260e+09,2.178e+08,4.356e+08,4.356e+08,-.946039,131.859
2011,"Prov. Papua Barat",9107,"Kab. Sorong","INTERMEGA SALAWATI","Walio Mix",1.920e+10,5.760e+08,1.152e+09,1.152e+09,-.946039,131.859
2011,"Prov. Papua Barat",9107,"Kab. Sorong","PETROCHINA INT'L","Walio Mix",7.262e+11,2.179e+10,4.357e+10,4.357e+10,-.946039,131.859
2011,"Prov. Papua Barat",9107,"Kab. Sorong","JOBP. PETROCHINA SALAWATI - PETROCHINA INT'L","WALIO MIX",1.582e+10,4.747e+08,9.494e+08,9.494e+08,-.946039,131.859
2011,"Prov. Papua Barat",9107,"Kab. Sorong","PT. PERTAMINA EP.","Walio Mix",8.576e+08,25729218,51458435,51458435,-.946039,131.859
2011,"Prov. Papua Barat",9107,"Kab. Sorong","PETROCHINA INT'L","Wakamuk",5.921e+10,1.776e+09,3.553e+09,3.553e+09,-.946039,131.859
2011,"Prov. Papua Barat",9107,"Kab. Sorong","PT. PERTAMINA EP.","Klamono",2.773e+10,8.318e+08,1.664e+09,1.664e+09,-.946039,131.859
2011,"Prov. Papua Barat",9107,"Kab. Sorong","JOBP. PETROCHINA SALAWATI - PPI","WALIO MIX",4.646e+10,1.394e+09,2.788e+09,2.788e+09,-.946039,131.859
2011,"Prov. Papua Barat",9108,"Kab. Raja Ampat","PPI","",,,,,-.229671,131.037
2011,"Prov. Papua Barat",9108,"Kab. Raja Ampat","JOBP. PETROCHINA SALAWATI","Meslu",,,,,-.229671,131.037
